id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,7,8,2,1,2,2,2,2,2,2,4,2,4,2,2,2,4,2,2,2,2,4,2,14,4,2,2,2,2,2
mh1,mh1,50.0,1,1,1,1,1,1,0,1,8,1,1,1,1,1,1,1,1,1,6,1,1,0,1,1,0,6,8,8,8,1
mh2,mh2,50.0,2,2,2,29,2,3,2,17,2,17,5,2,5,2,10,17,5,2,2,2,21,8,2,18,5,2,13,11,11,25
mh3,mh3,50.0,1,1,1,1,1,1,1,19,1,19,1,1,1,1,1,24,1,1,1,1,25,10,1,25,6,1,1,12,1,27
mh4,mh4,50.0,4,2,2,1,4,4,2,2,2,10,4,4,4,6,6,2,4,6,6,6,14,4,6,2,4,6,2,2,2,2
mh5,mh5,50.0,1,1,1,1,0,3,1,1,1,1,3,10,3,10,10,13,8,10,10,10,14,3,10,15,5,10,1,1,12,19
mh6,mh6,50.0,12,14,14,1,1,1,14,14,14,14,1,1,1,1,11,14,1,10,1,10,14,1,10,14,7,1,20,16,0,25
mh7,mh7,50.0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,13,3,5,1,7,1,4,5,1,3,1,8,1,1,13
mh8,mh8,50.0,2,1,17,1,2,2,1,1,1,1,2,9,2,9,9,1,4,0,9,9,25,2,0,23,3,9,1,1,16,1
mh9,mh9,50.0,1,1,1,1,1,1,1,1,15,1,1,10,1,10,10,18,1,10,10,10,18,6,10,20,2,10,16,15,15,18
mh10,mh10,50.0,1,1,1,1,1,1,1,16,1,16,0,1,1,7,7,17,1,7,7,7,17,5,7,17,1,7,1,14,1,19
mh11,mh11,50.0,1,1,1,1,1,1,1,1,1,1,1,4,1,7,4,1,1,4,4,4,12,1,4,11,3,4,9,1,10,1
mnh0,mnh0,50.0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,3,2,9,1,2,9,1,3,1,4,1,12
mnh1,mnh1,50.0,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,15,5,1,1,9,16,1,1,16,1,1,1,1,1,15
mnh2,mnh2,50.0,1,1,1,1,1,6,1,1,1,13,4,7,1,1,1,13,1,1,1,1,13,1,1,15,1,1,1,11,1,13
mnh3,mnh3,50.0,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,9,3,1,17,1,1,1,1,7,1
mnh4,mnh4,50.0,1,1,1,23,1,1,1,20,1,20,2,13,9,13,13,21,2,13,13,13,20,2,13,20,2,13,1,1,18,21
mnh5,mnh5,50.0,1,1,1,1,1,1,1,1,9,1,1,4,3,4,4,1,1,7,4,6,1,1,7,1,2,4,9,9,9,1
mnh6,mnh6,50.0,1,1,1,14,2,2,1,10,1,10,2,1,2,1,1,10,2,1,1,1,10,2,1,10,2,1,1,1,5,10
mnh7,mnh7,50.0,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,4,7,5,7,11,1,7,11,4,5,1,1,1,12
mnh8,mnh8,50.0,1,1,1,14,1,1,1,1,1,1,1,5,1,5,5,1,2,5,5,7,1,1,5,1,2,5,1,1,1,1
mnh9,mnh9,50.0,2,1,1,26,2,2,1,1,17,1,2,5,2,9,5,1,2,10,5,8,1,4,10,24,2,5,22,17,23,1
mnh10,mnh10,50.0,1,1,1,1,1,3,1,1,1,1,2,1,2,1,6,9,1,5,1,1,9,2,5,9,1,1,1,1,1,9
mnh11,mnh11,50.0,1,1,1,1,2,2,18,1,1,1,4,8,4,1,9,1,4,1,9,1,1,6,1,1,5,9,14,13,17,1
mnh12,mnh12,50.0,1,1,1,16,2,2,1,14,1,15,2,3,2,1,6,15,2,1,5,1,15,2,1,15,2,1,10,1,12,15
mnh13,mnh13,50.0,1,8,8,23,1,1,12,8,10,14,1,1,1,5,1,8,2,1,1,1,19,1,6,19,1,1,11,10,10,8
mnh14,mnh14,50.0,1,1,1,15,1,1,1,1,1,1,1,5,1,4,4,1,1,4,4,4,1,1,4,13,1,4,8,1,9,1
mnh15,mnh15,50.0,1,1,1,1,1,1,1,1,14,1,1,1,4,1,1,1,1,7,8,1,1,4,7,1,1,8,11,11,13,1
mnh16,mnh16,50.0,1,7,1,1,1,1,1,1,1,1,1,5,1,5,5,22,2,5,5,5,1,1,5,18,4,5,11,8,1,23
mnh17,mnh17,50.0,1,1,1,14,1,1,1,1,1,10,3,1,3,6,1,13,3,1,1,1,11,4,1,11,3,1,1,1,1,1
mnh18,mnh18,50.0,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,22,5,1,7,1,25,1,1,22,5,7,8,1,17,27
mnh19,mnh19,50.0,1,1,1,12,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,1,1,3,8,1,2,7,1,1,1
mnh20,mnh20,50.0,1,1,1,1,1,1,1,1,9,1,1,1,3,5,1,1,1,1,7,1,1,3,1,19,1,7,17,9,9,1
mnh21,mnh21,50.0,1,1,1,1,1,1,11,1,1,1,1,1,1,5,1,13,1,5,1,5,13,1,5,13,1,1,1,1,1,17
mnh22,mnh22,50.0,4,7,7,40,4,4,34,7,7,7,4,4,4,4,4,7,4,4,4,4,39,6,4,39,4,4,29,9,9,7
